food_id,Name,Coarse-grained categories,Fine-grained categories,Cuisines,Associated Cuisines,Area,Countries,Wikipedia Link,Alias,Top_15_Similar_Foods,Top_15_Same_Fine_Category,Top_15_Same_Coarse_Category
2121,Beijinho,"[""sweets""]","[""sweets""]","[""Brazilian""]","[""Brazilian""]","[""Brazil""]","[""Brazil""]",https://en.wikipedia.org/wiki/Beijinho,"{""ar - Arabic"": ""بايجينهو"", ""az - Azerbaijani"": ""Beyjinyo"", ""de - German"": ""Beijinho"", ""fr - French"": ""Beijinho"", ""ja - Japanese"": ""ベイジーニョ"", ""jv - Javanese"": ""Beijinho"", ""ko - Korean"": ""베이지뉴"", ""nl - Dutch"": ""Beijinho"", ""pt - Portuguese"": ""Beijinho"", ""ru - Russian"": ""Бейжиньо"", ""sv - Swedish"": ""Beijinho""}","[2138, 2123, 2124, 53, 2400, 2324, 2136, 904, 54, 2120, 1166, 2266, 64, 1182, 1244]","[2093, 2092, 2100, 2105, 2089, 1225]","[2124, 2093, 1853, 2092, 2370, 132, 2100, 2105, 2408, 1652, 1673, 1304, 2089, 534, 1227]"
2122,Bolo de rolo,"[""dessert""]","[""soft cake""]","[""Brazilian""]","[""Brazilian""]","[""Pernambuco""]","[""Brazil""]",https://en.wikipedia.org/wiki/Bolo_de_rolo,"{""az - Azerbaijani"": ""Bolo de rolo"", ""de - German"": ""Bolo de rolo"", ""he - Hebrew"": ""בולו דה רולו"", ""jv - Javanese"": ""Bolo de rolo"", ""ko - Korean"": ""볼루 지 홀루"", ""pt - Portuguese"": ""Bolo de rolo"", ""ru - Russian"": ""Болу-ди-ролу"", ""uk - Ukrainian"": ""Болу-ді-ролу"", ""yue - Cantonese"": ""巴西卷蛋""}","[585, 1046, 586, 2104, 625, 1180, 1160, 732, 699, 2133, 943, 880, 822, 2132, 227]",[],"[2133, 880, 2132, 879, 675, 989, 595, 662, 593, 644, 1676, 723, 600, 659, 597]"
2123,Brigadeiro,"[""sweets"", ""dessert""]","[""chocolate sweet""]","[""Brazilian""]","[""Brazilian""]","[""Brazil""]","[""Brazil""]",https://en.wikipedia.org/wiki/Brigadeiro,"{""ar - Arabic"": ""بريغاديرو"", ""ca - Catalan"": ""Brigadeiro"", ""de - German"": ""Brigadeiro"", ""eo - Esperanto"": ""Brigadejro"", ""es - Spanish"": ""Brigadeiro"", ""fr - French"": ""Brigadeiro"", ""gn - Guarani"": ""Brigadeiro"", ""he - Hebrew"": ""בריגדיירו"", ""it - Italian"": ""Brigadeiro"", ""ja - Japanese"": ""ブリガデイロ"", ""jv - Javanese"": ""Brigadeiro"", ""ko - Korean"": ""브리가데이루"", ""nl - Dutch"": ""Brigadeiro"", ""pt - Portuguese"": ""Brigadeiro"", ""ru - Russian"": ""Бригадейро"", ""sv - Swedish"": ""Brigadeiro"", ""uk - Ukrainian"": ""Бригадейро"", ""uz - Uzbek"": ""Brigadeiro""}","[2121, 2138, 2400, 811, 2136, 2087, 1853, 1152, 2098, 2088, 1166, 265, 2092, 2124, 1182]",[],"[577, 1852, 1865, 1669, 1860, 1667, 1668, 1374, 2180, 1878]"
2124,Cajuzinho,"[""sweets""]","[""cashew"", ""peanut""]","[""Brazilian""]","[""Brazilian""]","[""Central-Southern Brazil"",""Northern Brazil""]","[""Brazil""]",https://en.wikipedia.org/wiki/Cajuzinho,"{""es - Spanish"": ""Cajuzinho"", ""pt - Portuguese"": ""Cajuzinho"", ""sv - Swedish"": ""Cajuzinho""}","[2131, 2121, 912, 2181, 1308, 2138, 2400, 2390, 2137, 1853, 2093, 2399, 2141, 2125, 2123]",[],"[2121, 1853, 2093, 2100, 2089, 2092, 1673, 1304, 2408, 2370, 2105, 1652, 534, 1671, 1227]"
2125,Canjica,"[""snack""]","[""porridge""]","[""Brazilian""]","[""Brazilian""]","[""Brazil""]","[""Brazil""]",https://en.wikipedia.org/wiki/Canjica_(dish),"{""ar - Arabic"": ""كانجيكا"", ""az - Azerbaijani"": ""Kanjika"", ""es - Spanish"": ""Canjica"", ""it - Italian"": ""Canjica"", ""ja - Japanese"": ""カンジカ"", ""jv - Javanese"": ""Canjica"", ""ko - Korean"": ""칸지카"", ""pt - Portuguese"": ""Munguzá""}","[2141, 2399, 2328, 2127, 2195, 443, 81, 2131, 2124, 1272, 2121, 260, 603, 2321, 2094]","[64, 65, 1872, 123, 214, 98, 2243, 1885, 84, 59]","[2195, 603, 2057, 653, 1308, 666, 655, 224, 585, 136, 2231, 216, 610, 649, 667]"
2126,Creme de papaya,"[""dessert""]","[""dessert"", ""papaya"", ""ice cream""]","[""Brazilian""]","[""Brazilian""]","[""Brazil""]","[""Brazil""]",https://en.wikipedia.org/wiki/Creme_de_papaya,"{""it - Italian"": ""Crema di papaia"", ""ja - Japanese"": ""クリーム・ド・パパイヤ"", ""vi - Vietnamese"": ""Creme de papaya""}","[2136, 2120, 690, 134, 2083, 963, 2097, 2096, 893, 1467, 1637, 265, 1865, 1820, 894]",[],"[134, 2083, 2097, 2096, 893, 1637, 265, 1820, 894, 2400, 2132, 445, 2102, 1252, 2098]"
2127,Curau,"[""dessert""]","[""custard""]","[""Brazilian""]","[""Brazilian""]","[""Sao Paulo"",""Mato Grosso""]","[""Brazil""]",https://en.wikipedia.org/wiki/Curau,"{""ja - Japanese"": ""クラウ"", ""jv - Javanese"": ""Curau"", ""ko - Korean"": ""쿠라우"", ""pt - Portuguese"": ""Curau"", ""uk - Ukrainian"": ""Курау""}","[2101, 2138, 2125, 2369, 2088, 2084, 546, 2121, 2087, 1853, 2096, 750, 2123, 983, 811]",[1789],"[2101, 2369, 546, 2087, 2096, 811, 53, 2224, 265, 2129, 237, 2256, 2098, 2400, 101]"
2128,Mané pelado,"[""cake""]","[""cake""]","[""Brazilian""]","[""Brazilian""]","[""Golas""]","[""Brazil""]",https://en.wikipedia.org/wiki/Man%C3%A9_pelado,"{""pt - Portuguese"": ""Mané pelado""}","[1182, 1432, 2293, 2092, 2138, 265, 1408, 227, 2122, 1252, 666, 2316, 764, 2141, 166]","[1182, 2294, 1181, 1180, 492, 835, 763, 2104, 659, 834, 568, 2289, 837, 1640, 801]","[1182, 227, 2103, 1276, 1181, 1180, 526, 2282, 768, 2104, 822, 2150, 882, 1222, 801]"
2129,Sagu,"[""dessert""]","[""dessert""]","[""Brazilian""]","[""Brazilian""]","[""Rio Grande do Sul"",""Santa Catarina"",""Parana""]","[""Brazil""]",https://en.wikipedia.org/wiki/Sagu_(dessert),"{""es - Spanish"": ""Sagu"", ""jv - Javanese"": ""Sagu de vinho"", ""pt - Portuguese"": ""Sagu"", ""sr - Serbian"": ""Сагу""}","[479, 1650, 1340, 126, 1642, 1669, 195, 2224, 1665, 238, 2141, 1702, 476, 1584, 1671]","[2224, 2132, 2320, 1426, 2101, 1809, 127, 101, 2185, 1816, 2321, 1130, 2133, 1347, 1252]","[479, 2224, 1665, 53, 2127, 236, 2132, 237, 1651, 2320, 1426, 2400, 2101, 266, 1809]"
2130,Rice pudding,"[""dessert""]","[""pudding"", ""rice pudding""]","[""Global""]","[""Global""]","[""Global""]","[""Global""]",https://en.wikipedia.org/wiki/Rice_pudding,"{""ar - Arabic"": ""أرز بالحليب"", ""arz - Egyptian Arabic"": ""رز بلبن"", ""ast - Asturian"": ""Arroz con lleche"", ""az - Azerbaijani"": ""Düyü pudinqi"", ""bg - Bulgarian"": ""Мляко с ориз"", ""br - Breton"": ""Riz dre laezh"", ""bs - Bosnian"": ""Sutlijaš"", ""ca - Catalan"": ""Arròs i llet"", ""ckb - Central Kurdish"": ""شیربرنج"", ""cs - Czech"": ""Rýžový pudink"", ""cy - Welsh"": ""Pwdin reis"", ""da - Danish"": ""Risengrød"", ""de - German"": ""Milchreis"", ""el - Greek"": ""Ρυζόγαλο"", ""en-simple - Simple English"": ""Rice pudding"", ""eo - Esperanto"": ""Laktorizo"", ""es - Spanish"": ""Arroz con leche"", ""eu - Basque"": ""Arroz-esne"", ""fa - Persian"": ""شیربرنج"", ""fi - Finnish"": ""Riisipuuro"", ""fr - French"": ""Riz au lait"", ""gl - Galician"": ""Arroz con leite"", ""he - Hebrew"": ""פודינג אורז"", ""hu - Hungarian"": ""Tejberizs"", ""hy - Armenian"": ""Բրնձի պուդինգ"", ""id - Indonesian"": ""Puding nasi"", ""is - Icelandic"": ""Hrísgrjónagrautur"", ""it - Italian"": ""Risolatte"", ""ja - Japanese"": ""ライスプディング"", ""jv - Javanese"": ""Pudhing sega"", ""ko - Korean"": ""라이스 푸딩"", ""ku - Kurdish"": ""Şîrbirinc"", ""la - Latin"": ""Oryza cum lacte"", ""mk - Macedonian"": ""Сутлијач"", ""nb - Norwegian Bokmål"": ""Risengrynsgrøt"", ""nds-NL - Low Saxon"": ""Dikke ries"", ""nl - Dutch"": ""Rijstebrij"", ""nn - Norwegian Nynorsk"": ""Risgraut"", ""pl - Polish"": ""Arroz con leche"", ""pt - Portuguese"": ""Arroz-doce"", ""ro - Romanian"": ""Orez cu lapte"", ""ru - Russian"": ""Рисовый пудинг"", ""sl - Slovenian"": ""Mlečni riž"", ""sq - Albanian"": ""Tambëloriz"", ""sr - Serbian"": ""Сутлијаш"", ""sv - Swedish"": ""Risgrynsgröt"", ""tg - Tajik"": ""Мошбиринҷ"", ""th - Thai"": ""ปายาส"", ""tr - Turkish"": ""Sütlaç"", ""uk - Ukrainian"": ""Рисовий пудинг"", ""ur - Urdu"": ""چاول کی پڈنگ"", ""uz - Uzbek"": ""Guruch pudingi"", ""yue - Cantonese"": ""米布甸"", ""zh - Chinese"": ""米布丁""}","[258, 2255, 434, 215, 1244, 176, 260, 561, 2256, 2245, 187, 139, 2369, 2254, 182]",[],"[260, 2256, 2369, 266, 261, 134, 257, 549, 2271, 552, 2270, 722, 555, 53, 994]"
2131,Paçoca,"[""sweets"", ""snack""]","[""peanut""]","[""Brazilian""]","[""Brazilian""]","[""Sao Paulo"",""Minas Gerais""]","[""Brazil""]",https://en.wikipedia.org/wiki/Pa%C3%A7oca,"{""es - Spanish"": ""Paçoca de amendoim"", ""fr - French"": ""Paçoca"", ""it - Italian"": ""Paçoca"", ""jv - Javanese"": ""Paçoca"", ""ko - Korean"": ""파소카"", ""pt - Portuguese"": ""Paçoca de amendoim"", ""ru - Russian"": ""Пасока"", ""sr - Serbian"": ""Пасока"", ""uk - Ukrainian"": ""Пасока""}","[2124, 2137, 2141, 2135, 2400, 1375, 577, 669, 2093, 2136, 1152, 667, 2132, 2084, 2125]",[2137],"[2137, 2135, 2399]"
2132,Papo-de-anjo,"[""dessert""]","[""dessert""]","[""Portuguese""]","[""Portuguese""]","[""Portugal""]","[""Portugal""]",https://en.wikipedia.org/wiki/Papo-de-anjo,"{""it - Italian"": ""Papo-de-anjo"", ""jv - Javanese"": ""Papo-de-anjo"", ""pt - Portuguese"": ""Papo de anjo"", ""ru - Russian"": ""Папу-де-анжу"", ""uk - Ukrainian"": ""Папу-де-анжу"", ""uz - Uzbek"": ""Papu-de-anju""}","[1676, 1830, 989, 1252, 2122, 666, 1152, 2131, 2133, 1866, 1804, 659, 2136, 2141, 1834]","[1252, 2133, 1809, 1816, 2129, 2098, 811, 2101, 2087, 2321, 853, 644, 2383, 2224, 1426]","[1676, 989, 1252, 2122, 2133, 659, 2400, 1809, 1816, 657, 2129, 2098, 479, 2130, 811]"
2133,Maria-mole,"[""dessert""]","[""dessert""]","[""Brazilian""]","[""Brazilian""]","[""Brazil""]","[""Brazil""]",https://en.wikipedia.org/wiki/Maria-mole,"{""es - Spanish"": ""Maria-mole"", ""jv - Javanese"": ""Maria-mole"", ""pt - Portuguese"": ""Maria-mole""}","[606, 1860, 1855, 2100, 2122, 2203, 2101, 657, 661, 1816, 2132, 2137, 1804, 585, 662]","[2101, 1816, 2132, 811, 644, 2098, 1809, 853, 127, 2321, 101, 1252, 2087, 2383, 2090]","[606, 2122, 2101, 657, 1816, 2132, 662, 137, 989, 811, 644, 265, 2098, 2134, 2400]"
2134,Passion fruit mousse,"[""dessert""]","[""passion fruit"", ""mousse""]","[""Brazilian""]","[""Brazilian""]","[""Brazil"",""Madeira Island""]","[""Brazil""]",https://en.wikipedia.org/wiki/Passion_fruit_mousse,"{""es - Spanish"": ""Mousse de maracuyá"", ""it - Italian"": ""Mousse di maracuja"", ""pt - Portuguese"": ""Mousse de maracujá""}","[1722, 2105, 843, 1207, 1804, 1419, 1820, 2133, 941, 1809, 657, 709, 1855, 1223, 813]",[],"[1722, 1820, 2133, 1809, 657, 1638, 2216, 1636, 1822, 446, 722, 811, 552, 265, 549]"
2135,Olho de sogra,"[""sweets"", ""snack""]","[""confectionery"", ""plum candy""]","[""Brazilian""]","[""Brazilian""]","[""Brazil""]","[""Brazil""]",https://en.wikipedia.org/wiki/Olho_de_sogra,"{""es - Spanish"": ""Olho-de-sogra""}","[2131, 2141, 2124, 2094, 2121, 2132, 1252, 2084, 2093, 2127, 1676, 1152, 2089, 2137, 2400]",[],"[2131, 2137, 2399]"
2136,Pavê,"[""dessert"", ""cake""]","[""layered cake"", ""biscuit"", ""tiramisu""]","[""Brazilian""]","[""Brazilian""]","[""Brazil""]","[""Brazil""]",https://en.wikipedia.org/wiki/Pav%C3%AA,"{""es - Spanish"": ""Pavê"", ""ko - Korean"": ""파베"", ""pt - Portuguese"": ""Pavê""}","[2126, 2123, 2121, 667, 811, 583, 2166, 2099, 2131, 614, 671, 2138, 1145, 1152, 822]",[],"[797, 2253, 1801, 1467, 528, 533, 532, 685, 1661]"
2137,Pé de moleque,"[""sweets"", ""snack""]","[""peanut""]","[""Brazilian""]","[""Brazilian""]","[""Brazil""]","[""Brazil""]",https://en.wikipedia.org/wiki/P%C3%A9_de_moleque,"{""de - German"": ""Pé-de-Moleque"", ""jv - Javanese"": ""Pé-de-moleque"", ""pt - Portuguese"": ""Pé de moleque""}","[2131, 1308, 2124, 2093, 2133, 1477, 2025, 2141, 2136, 1375, 758, 577, 1860, 2100, 961]",[2131],"[2131, 2135, 2399]"
2138,Queijadinha,"[""pastry""]","[""tart""]","[""Brazilian""]","[""Brazilian""]","[""Brazil""]","[""Brazil""]",https://en.wikipedia.org/wiki/Queijadinha,"{""jv - Javanese"": ""Queijadinha"", ""ms - Malay"": ""Queijadinha"", ""pt - Portuguese"": ""Queijadinha""}","[1853, 2121, 2123, 847, 750, 1852, 926, 1252, 2165, 546, 959, 2302, 2092, 2124, 929]","[926, 929, 1174, 966, 751, 892, 676, 927]","[847, 750, 926, 959, 2302, 929, 949, 1174, 904, 966, 987, 909, 956, 946, 765]"
2139,Bacalhau à Zé do Pipo,"[""casserole"", ""seafood"", ""potato""]","[""casserole"", ""cod""]","[""Portuguese""]","[""Portuguese""]","[""Porto"", ""Vizela""]","[""Portugal""]",https://en.wikipedia.org/wiki/Bacalhau_%C3%A0_Z%C3%A9_do_Pipo,"{""ca - Catalan"": ""Bacalhau à Zé do Pipo"", ""es - Spanish"": ""Bacalhau à Zé do Pipo"", ""fr - French"": ""Bacalhau à Zé do Pipo"", ""jv - Javanese"": ""Bacalhau à Zé do Pipo"", ""pt - Portuguese"": ""Bacalhau à Zé do Pipo""}","[2403, 2140, 2404, 2113, 2159, 2167, 2174, 1046, 571, 2121, 2136, 924, 980, 1152, 1142]",[2140],[2140]
2140,Bacalhau à Gomes de Sá,"[""casserole"", ""seafood"", ""potato""]","[""casserole"", ""cod""]","[""Portuguese""]","[""Portuguese""]","[""Portugal""]","[""Portugal""]",https://en.wikipedia.org/wiki/Bacalhau_%C3%A0_Gomes_de_S%C3%A1,"{""es - Spanish"": ""Bacalhau à Gomes de Sá"", ""eu - Basque"": ""Bacalhau à Gomes de Sá"", ""fr - French"": ""Bacalhau à Gomes de Sá"", ""pt - Portuguese"": ""Bacalhau à Gomes de Sá""}","[2404, 2139, 2403, 2159, 2113, 2167, 2174, 1152, 1046, 2176, 1607, 1165, 2132, 2169, 1601]",[2139],[2139]
2141,Panela,"[""sugar""]","[""cane sugar""]","[""Chilean"",""Bolivian"",""Peruvian"",""Mexican""]","[""Chilean"",""Bolivian"",""Peruvian"",""Mexican""]","[""Latin America""]","[""Chile"",""Bolivia"",""Peru"",""Mexico""]",https://en.wikipedia.org/wiki/Panela,"{""ca - Catalan"": ""Panela"", ""de - German"": ""Panela"", ""el - Greek"": ""Πανέλα"", ""es - Spanish"": ""Panela"", ""fa - Persian"": ""پانلا"", ""fr - French"": ""Panela"", ""gl - Galician"": ""Panela"", ""hy - Armenian"": ""Պանելա"", ""it - Italian"": ""Panela"", ""jv - Javanese"": ""Panela"", ""mwl - Mirandese"": ""Rapadura"", ""pt - Portuguese"": ""Rapadura"", ""ru - Russian"": ""Панела"", ""uk - Ukrainian"": ""Панела""}","[2094, 2084, 2125, 2131, 2098, 2337, 2400, 1135, 2314, 2101, 826, 1408, 666, 193, 1875]",[],[]
2142,Čvarci,"[""meat""]","[""pork crackling""]","[""Austrian"", ""Croatian"", ""Czech"", ""Hungarian"", ""Polish"", ""Romanian"", ""Serbian"", ""Slovak"", ""Slovenian"", ""Ukrainian"", ""Slavic""]","[""Austrian"", ""Croatian"", ""Czech"", ""Hungarian"", ""Polish"", ""Romanian"", ""Serbian"", ""Slovak"", ""Slovenian"", ""Ukrainian"", ""Slavic""]","[""Southeastern Europe"",""Central Europe"",""Eastern Europe""]","[""Serbia"",""Bosnia and Herzegovina"",""Croatia"",""Slovenia"",""Romania"",""Bulgaria"",""North Macedonia"",""Poland"",""Czech Republic"",""Slovakia"",""Austria"",""Hungary"",""Ukraine"",""Belarus""]",https://en.wikipedia.org/wiki/%C4%8Cvarci,"{""cs - Czech"": ""Škvarky"", ""hr - Croatian"": ""Čvarci"", ""it - Italian"": ""Ciccioli"", ""sl - Slovenian"": ""Ocvirki""}","[1395, 394, 2143, 799, 2399, 2145, 1966, 1381, 2065, 1156, 2279, 2004, 2401, 1883, 841]",[2004],"[1966, 1974, 1185, 1964, 2169, 1975, 1478, 2394, 1491, 1490, 1475, 2067, 1972, 2147, 2391]"
2143,Žganci,"[""grain""]","[""braised grain""]","[""Croatian"",""Slovenian""]","[""Croatian"",""Slovenian""]","[""Slovenia"", ""Croatia""]","[""Slovenia"", ""Croatia""]",https://en.wikipedia.org/wiki/%C5%BDganci,"{""bar - Bavarian"": ""Sterz"", ""de - German"": ""Sterz"", ""jv - Javanese"": ""Žganci"", ""ms - Malay"": ""Žganci"", ""sr - Serbian"": ""Жганци""}","[1883, 1156, 838, 1057, 1910, 2399, 2142, 1769, 2145, 2401, 2279, 175, 1540, 662, 1395]",[],[1218]
2144,Brudet,"[""stew""]","[""fish stew""]","[""Croatian""]","[""Croatian""]","[""Dalmatia"",""Istria"",""Montenegrin Littoral"",""Kvarner""]","[""Croatia"",""Montenegro""]",https://en.wikipedia.org/wiki/Brudet,"{""es - Spanish"": ""Brudet"", ""fr - French"": ""Brudet"", ""hr - Croatian"": ""Brodet"", ""it - Italian"": ""Brodetto di pesce"", ""mk - Macedonian"": ""Брудет"", ""pl - Polish"": ""Brudet"", ""sl - Slovenian"": ""Brodet""}","[1237, 1170, 1514, 2085, 1267, 1242, 1169, 1507, 1589, 1529, 1605, 1500, 2117, 1509, 1198]","[1170, 1511, 1558]","[1237, 1170, 1514, 1507, 1589, 1529, 1509, 1313, 1519, 1546, 2175, 1511, 2361, 1561, 1531]"
2145,Zagorski štrukli,"[""pastry""]","[""rolled pastry""]","[""Croatian""]","[""Croatian""]","[""Hrvatsko Zagorje""]","[""Croatia""]",https://en.wikipedia.org/wiki/Zagorski_%C5%A1trukli,"{""he - Hebrew"": ""זגורסקי שטרוקלי"", ""hr - Croatian"": ""Zagorski štrukli"", ""ja - Japanese"": ""シュトゥルクリ"", ""mk - Macedonian"": ""Загорски штрукли"", ""nl - Dutch"": ""Štrukli"", ""ru - Russian"": ""Загорские штрукли"", ""sr - Serbian"": ""Загорске штрукле"", ""tl - Tagalog"": ""Štrukli"", ""uk - Ukrainian"": ""Загорські штруклі"", ""uz - Uzbek"": ""Zagor shtrukllari""}","[799, 2279, 885, 964, 896, 812, 795, 774, 2215, 2341, 957, 817, 790, 929, 1775]","[817, 1744, 1468]","[799, 2279, 885, 964, 896, 812, 795, 774, 2215, 2341, 957, 817, 790, 929, 871]"
2146,Kotlovina,"[""meat"", ""stew""]","[""pork stew""]","[""Croatian""]","[""Croatian""]","[""Zagreb""]","[""Croatia""]",https://en.wikipedia.org/wiki/Kotlovina,"{""bs - Bosnian"": ""Kotlovina"", ""he - Hebrew"": ""קוטלובינה"", ""hr - Croatian"": ""Kotlovina"", ""hy - Armenian"": ""Կոտլովինա"", ""jv - Javanese"": ""Kotlovina"", ""uk - Ukrainian"": ""Котловина""}","[2401, 1974, 1539, 1526, 2154, 1910, 1587, 1536, 2015, 1184, 1966, 1538, 1212, 1591, 1959]","[1564, 1567, 1548, 2352]","[1771, 1236]"
2147,Meso 'z tiblice,"[""meat""]","[""salted pork""]","[""Croatian""]","[""Croatian""]","[""Medimurje""]","[""Croatia""]",https://en.wikipedia.org/wiki/Meso_%27z_tiblice,"{""hr - Croatian"": ""Meso z tiblice"", ""it - Italian"": ""Carne di tìblizze del Međimurje""}","[1185, 396, 2330, 1440, 2154, 1910, 2401, 122, 1365, 1302, 1975, 1501, 2023, 1322, 1966]",[],"[1185, 396, 2154, 1365, 1302, 1975, 1501, 2023, 1966, 1985, 1285, 2170, 2114, 2405, 1495]"
2148,Fritaja,"[""fritter""]","[""egg fritter""]","[""Croatian"",""Slovenian""]","[""Croatian"",""Slovenian""]","[""Istria"",""Goriška Brda"",""Soča""]","[""Croatia"",""Slovenia""]",https://en.wikipedia.org/wiki/Fritaja,"{""be-tarask - Belarusian (Taraškievica orthography)"": ""Фрытая"", ""hr - Croatian"": ""Fritaja"", ""id - Indonesian"": ""Fritaja"", ""it - Italian"": ""Fritaja"", ""mk - Macedonian"": ""Фритаја"", ""sl - Slovenian"": ""Frtalja"", ""uk - Ukrainian"": ""Фритая""}","[1794, 2184, 1806, 1814, 1278, 1344, 1862, 2194, 1834, 1825, 1805, 1857, 1851, 1756, 416]",[],"[416, 469, 2228, 2221, 1326, 162, 1401, 1382, 486, 1410, 2262, 460, 1377, 1403, 461]"
2149,Fisherman's soup,"[""soup""]","[""fish soup""]","[""Croatian"",""Hungarian""]","[""Croatian"",""Hungarian""]","[""Pannonian Plain"",""Slavonia"",""Baranya""]","[""Croatia"",""Hungary""]",https://en.wikipedia.org/wiki/Fisherman%27s_soup,"{""ba - Bashkir"": ""Халасле"", ""be - Belarusian"": ""Халасле"", ""cs - Czech"": ""Halászlé"", ""de - German"": ""Halászlé"", ""fr - French"": ""Halászlé"", ""he - Hebrew"": ""מרק דייגים"", ""hu - Hungarian"": ""Halászlé"", ""hy - Armenian"": ""Հալասլե"", ""id - Indonesian"": ""Halászlé"", ""it - Italian"": ""Halászlé"", ""ja - Japanese"": ""ハラースレー"", ""jv - Javanese"": ""Sop warigaluh"", ""ko - Korean"": ""헐라슬레"", ""pl - Polish"": ""Halászlé"", ""pt - Portuguese"": ""Halászlé"", ""ro - Romanian"": ""Halászlé"", ""ru - Russian"": ""Халасле"", ""sr - Serbian"": ""Рибарска супа"", ""uk - Ukrainian"": ""Халасле"", ""yue - Cantonese"": ""匈牙利魚湯"", ""zh - Chinese"": ""漁夫湯""}","[1297, 6, 2363, 207, 1170, 1511, 2085, 1194, 498, 351, 1622, 2365, 2327, 1299, 1235]","[6, 1194, 1622, 2365, 2327]","[1297, 6, 2085, 1194, 1622, 2365, 2327, 1299, 1607, 1526, 1226, 1777, 1601, 1616, 2319]"
2150,Međimurska gibanica,"[""cake""]","[""layer cake"", ""puff""]","[""Croatian""]","[""Croatian""]","[""Medimurje""]","[""Croatia""]",https://en.wikipedia.org/wiki/Me%C4%91imurska_gibanica,"{""bs - Bosnian"": ""Međimurska gibanica"", ""de - German"": ""Gibanica"", ""he - Hebrew"": ""גיבניצה"", ""hr - Croatian"": ""Međimurska gibanica"", ""jv - Javanese"": ""Međimurska gibanica"", ""ru - Russian"": ""Меджимурская гибаница"", ""sr - Serbian"": ""Међимурска гибаница"", ""uk - Ukrainian"": ""Меджимурська гібаніца""}","[841, 774, 2279, 1222, 723, 896, 837, 964, 882, 795, 1234, 720, 811, 669, 988]",[],"[1222, 882, 768, 822, 227, 2128, 1181, 526, 2282, 1424, 771, 801, 1180, 679, 2104]"
2151,Frittella,"[""doughnut"", ""snack""]","[""doughnut"", ""snack""]","[""Croatian"",""Italian"",""Slovenian"",""Montenegrin""]","[""Croatian"",""Italian"",""Slovenian"",""Montenegrin""]","[""Friuli-Venezia Giulia"",""Veneto"",""Istria"",""Dalmatia"",""Slovene Littoral"",""Bay of Kotor""]","[""Croatia"",""Italy"",""Slovenia"",""Montenegro""]",https://en.wikipedia.org/wiki/Frittella_(doughnut),"{""es - Spanish"": ""Frìtoła"", ""he - Hebrew"": ""פריטולה"", ""hr - Croatian"": ""Fritule"", ""hu - Hungarian"": ""Fritule"", ""it - Italian"": ""Frìtoła"", ""ko - Korean"": ""프리툴레"", ""mk - Macedonian"": ""Фрител"", ""ms - Malay"": ""Fritule"", ""pl - Polish"": ""Fritule"", ""pt - Portuguese"": ""Frittelle"", ""ru - Russian"": ""Фритола"", ""sl - Slovenian"": ""Fritule"", ""sq - Albanian"": ""Fritelë"", ""sv - Swedish"": ""Fritule"", ""uk - Ukrainian"": ""Фріттелле"", ""vec - Venetian"": ""Frìtoła""}","[2184, 866, 444, 790, 742, 798, 931, 1155, 892, 1335, 1271, 2189, 934, 684, 1131]",[],[]
2152,Grahova pretepena juha,"[""soup""]","[""bean soup""]","[""Croatian""]","[""Croatian""]","[""Medimurje""]","[""Croatia""]",https://en.wikipedia.org/wiki/Grahova_pretepena_juha,"{""hr - Croatian"": ""Pretepeni grah""}","[1883, 1922, 2324, 1910, 1591, 109, 1948, 1545, 2327, 1603, 1517, 548, 2382, 175, 1156]","[2324, 2382, 2388, 1781, 1294, 1884, 1617]","[2324, 109, 1948, 2327, 1517, 2382, 1895, 2237, 2388, 1190, 1781, 1892, 1709, 1943, 2181]"
