,Name,Wikipedia Link,json_aliases
2408,Bifana,https://en.wikipedia.org/wiki/Bifana,"{""es - Spanish"": ""Bifana"", ""fr - French"": ""Bifana"", ""he - Hebrew"": ""ביפאנה"", ""pl - Polish"": ""Bifana"", ""pt - Portuguese"": ""Bifana"", ""th - Thai"": ""บีฟานา""}"
2409,Tripas à moda do Porto,https://en.wikipedia.org/wiki/Tripas_%C3%A0_moda_do_Porto,"{""an - Aragonese"": ""Tripas à moda do Porto"", ""fa - Persian"": ""سیرابی شیردان به سبک پرتو"", ""gl - Galician"": ""Tripas à moda do Porto"", ""la - Latin"": ""Omasa modo Portucalensi"", ""pt - Portuguese"": ""Tripas à moda do Porto"", ""ru - Russian"": ""Требуха по-португальски"", ""uk - Ukrainian"": ""Рубець по-португальськи""}"
2410,Broa de Avintes,https://en.wikipedia.org/wiki/Broa_de_Avintes,"{""ca - Catalan"": ""Broa de Avintes"", ""es - Spanish"": ""Broa de Avintes"", ""pt - Portuguese"": ""Broa de Avintes""}"
2411,Torricado,https://en.wikipedia.org/wiki/Torricado,"{""es - Spanish"": ""Torricado"", ""pt - Portuguese"": ""Torricado"", ""uk - Ukrainian"": ""Торрікаду""}"
2412,Folar,https://en.wikipedia.org/wiki/Folar,"{""arz - Egyptian Arabic"": ""فولار"", ""az - Azerbaijani"": ""Folar"", ""be-tarask - Belarusian (Taraškievica orthography)"": ""Фалар"", ""de - German"": ""Folar"", ""es - Spanish"": ""Folar"", ""fr - French"": ""Folar"", ""he - Hebrew"": ""פולאר"", ""pt - Portuguese"": ""Folar"", ""ru - Russian"": ""Фолар"", ""uk - Ukrainian"": ""Фолар""}"
2413,Queijo de Azeitão,https://en.wikipedia.org/wiki/Queijo_de_Azeit%C3%A3o,"{""arz - Egyptian Arabic"": ""كويچو د ازيتاو"", ""de - German"": ""Queijo de Azeitão"", ""es - Spanish"": ""Queijo de Azeitão"", ""fr - French"": ""Queijo de Azeitão"", ""id - Indonesian"": ""Azeitão"", ""it - Italian"": ""Azeitão"", ""ko - Korean"": ""아제이탕 치즈"", ""pt - Portuguese"": ""Queijo de Azeitão"", ""sv - Swedish"": ""Azeitão""}"
2414,Pão de Mafra,https://en.wikipedia.org/wiki/P%C3%A3o_de_Mafra,"{""es - Spanish"": ""Pan de Mafra"", ""pt - Portuguese"": ""Pão de Mafra""}"
2415,Polvo à lagareiro,https://en.wikipedia.org/wiki/Polvo_%C3%A0_lagareiro,"{""it - Italian"": ""Polpo alla frantoiana"", ""pt - Portuguese"": ""Polvo à lagareiro""}"
2416,Churrasco,https://en.wikipedia.org/wiki/Churrasco,"{""ar - Arabic"": ""شوهاسكو"", ""ca - Catalan"": ""Xurrasco"", ""de - German"": ""Churrasco"", ""es - Spanish"": ""Churrasco"", ""eu - Basque"": ""Churrasco"", ""fr - French"": ""Churrasco"", ""gl - Galician"": ""Churrasco"", ""it - Italian"": ""Churrasco"", ""ja - Japanese"": ""シュハスコ"", ""jv - Javanese"": ""Churrasco"", ""ko - Korean"": ""슈하스쿠"", ""oc - Occitan"": ""Churrasco"", ""pt - Portuguese"": ""Churrasco"", ""ru - Russian"": ""Чурраско"", ""th - Thai"": ""ชูรัสกู"", ""tl - Tagalog"": ""Churrasco"", ""uk - Ukrainian"": ""Чураско"", ""vi - Vietnamese"": ""Churrasco"", ""yue - Cantonese"": ""巴西燒烤"", ""zh - Chinese"": ""巴西烤肉""}"
2417,Rojões,https://en.wikipedia.org/wiki/Roj%C3%B5es,"{""es - Spanish"": ""Rojões à moda do Minho"", ""pt - Portuguese"": ""Rojões à moda do Minho""}"
2418,Empadão,https://en.wikipedia.org/wiki/Empad%C3%A3o,"{""fr - French"": ""Empadão"", ""jv - Javanese"": ""Empadão"", ""pt - Portuguese"": ""Empadão""}"
2419,Roast chicken,https://en.wikipedia.org/wiki/Roast_chicken,"{""am - Amharic"": ""የዶሮ አሮስቶ"", ""ar - Arabic"": ""دجاجة مشوية"", ""bn - Bangla"": ""রোস্ট মুরগি"", ""ca - Catalan"": ""Pollastre rostit"", ""de - German"": ""Brathähnchen"", ""el - Greek"": ""Ψητό κοτόπουλο"", ""es - Spanish"": ""Pollo asado"", ""et - Estonian"": ""Ahjukana"", ""eu - Basque"": ""Oilasko erre"", ""fr - French"": ""Poulet rôti"", ""he - Hebrew"": ""עוף צלוי"", ""id - Indonesian"": ""Ayam panggang"", ""it - Italian"": ""Pollo arrosto"", ""ja - Japanese"": ""ローストチキン"", ""jv - Javanese"": ""Pitik panggang"", ""ko - Korean"": ""통닭구이"", ""ms - Malay"": ""Ayam panggang"", ""tr - Turkish"": ""Tavuk kızartması"", ""vi - Vietnamese"": ""Gà quay"", ""yue - Cantonese"": ""燒雞"", ""zh - Chinese"": ""烤鸡""}"
2420,Paio,https://en.wikipedia.org/wiki/Paio,"{""he - Hebrew"": ""פאיו"", ""pt - Portuguese"": ""Paio""}"
2421,Bife a cavalo,https://en.wikipedia.org/wiki/Bife_a_cavalo,"{""he - Hebrew"": ""ביטוק"", ""ko - Korean"": ""비프 아 카발루"", ""pt - Portuguese"": ""Bife a cavalo""}"
2422,Xarém,https://en.wikipedia.org/wiki/Xar%C3%A9m,"{""es - Spanish"": ""Xerém"", ""pt - Portuguese"": ""Xerém""}"
2423,Espetada,https://en.wikipedia.org/wiki/Espetada,"{""he - Hebrew"": ""אשפטאדה"", ""jv - Javanese"": ""Espetada"", ""ms - Malay"": ""Espetada"", ""pt - Portuguese"": ""Espetada"", ""ru - Russian"": ""Эшпетада"", ""uk - Ukrainian"": ""Ешпетада""}"
2424,Cozido à portuguesa,https://en.wikipedia.org/wiki/Cozido_%C3%A0_portuguesa,"{""es - Spanish"": ""Cozido à portuguesa"", ""gl - Galician"": ""Cozido à portuguesa"", ""jv - Javanese"": ""Cozido à portuguesa"", ""ko - Korean"": ""코지두 아 포르투게자"", ""la - Latin"": ""Elixura Lusitanica"", ""pt - Portuguese"": ""Cozido à portuguesa"", ""sv - Swedish"": ""Cozido"", ""uk - Ukrainian"": ""Козіду а португеза""}"
2425,Chanfana,https://en.wikipedia.org/wiki/Chanfana,"{""es - Spanish"": ""Chanfana"", ""pt - Portuguese"": ""Chanfana""}"
2426,Cebolada,https://en.wikipedia.org/wiki/Cebolada,"{""he - Hebrew"": ""סבולאדה"", ""jv - Javanese"": ""Cebolada"", ""ru - Russian"": ""Себолада"", ""uk - Ukrainian"": ""Себолада""}"
2427,Canja de galinha,https://en.wikipedia.org/wiki/Canja_de_galinha,"{""es - Spanish"": ""Canja"", ""jv - Javanese"": ""Canja de galinha"", ""pt - Portuguese"": ""Canja"", ""ru - Russian"": ""Канжа де галинья"", ""uk - Ukrainian"": ""Канжа де галінья""}"
2428,Caldo verde,https://en.wikipedia.org/wiki/Caldo_verde,"{""az - Azerbaijani"": ""Kaldu Verde"", ""de - German"": ""Caldo verde"", ""es - Spanish"": ""Caldo verde"", ""eu - Basque"": ""Caldo verde"", ""fr - French"": ""Caldo verde"", ""gl - Galician"": ""Caldo verde"", ""hy - Armenian"": ""Կալդու վերդե"", ""it - Italian"": ""Caldo verde"", ""ja - Japanese"": ""カルド・ヴェルデ"", ""jv - Javanese"": ""Caldo verde"", ""ko - Korean"": ""칼두 베르드"", ""nl - Dutch"": ""Caldo verde"", ""pl - Polish"": ""Caldo verde"", ""pt - Portuguese"": ""Caldo verde"", ""ru - Russian"": ""Калду верде"", ""sv - Swedish"": ""Caldo verde"", ""uk - Ukrainian"": ""Калду верде"", ""yue - Cantonese"": ""薯茸青菜湯"", ""zh - Chinese"": ""葡式甘蓝汤""}"
2429,Acheke,https://en.wikipedia.org/wiki/Acheke,"{""ca - Catalan"": ""Attiéké"", ""es - Spanish"": ""Attiéké"", ""fr - French"": ""Attiéké"", ""ha - Hausa"": ""Attiéké"", ""ig - Igbo"": ""Acheke"", ""it - Italian"": ""Attiéké"", ""ja - Japanese"": ""アチェケ"", ""jv - Javanese"": ""Attiéké"", ""ko - Korean"": ""아체케"", ""pt - Portuguese"": ""Attiéké"", ""sv - Swedish"": ""Attiéké"", ""uk - Ukrainian"": ""Ачеке"", ""zh - Chinese"": ""木薯饭""}"
2430,Babute,https://en.wikipedia.org/wiki/Babute,"{""fr - French"": ""Babute"", ""ig - Igbo"": ""Babute"", ""sw - Swahili"": ""Babate""}"
2431,Palm nut soup,https://en.wikipedia.org/wiki/Palm_nut_soup,"{""en-simple - Simple English"": ""Palm nut soup"", ""es - Spanish"": ""Banga"", ""fr - French"": ""Banga"", ""ha - Hausa"": ""Miyan Kwakwa"", ""ig - Igbo"": ""Ofe akwụ"", ""jv - Javanese"": ""Sop wiji sawit"", ""ko - Korean"": ""기름야자 수프"", ""tw - Twi"": ""Abɛnkwan"", ""uk - Ukrainian"": ""Банга"", ""yo - Yoruba"": ""Ọbẹ̀ banga""}"
2432,Cachupa,https://en.wikipedia.org/wiki/Cachupa,"{""az - Azerbaijani"": ""Kaçupa"", ""ca - Catalan"": ""Cachupa"", ""de - German"": ""Cachupa"", ""es - Spanish"": ""Cachupa"", ""fr - French"": ""Cachupa"", ""he - Hebrew"": ""קצ'ופה"", ""ig - Igbo"": ""Cachupa"", ""jv - Javanese"": ""Cachupa"", ""mwl - Mirandese"": ""Cachupa"", ""nl - Dutch"": ""Cachupa"", ""pl - Polish"": ""Cachupa"", ""pt - Portuguese"": ""Cachupa"", ""vi - Vietnamese"": ""Cachupa""}"
2433,Bourek,https://en.wikipedia.org/wiki/Bourek_(Algerian_cuisine),"{""es - Spanish"": ""Burek argelino"", ""it - Italian"": ""Bourek"", ""ko - Korean"": ""부레크""}"
2434,Mahdjouba,https://en.wikipedia.org/wiki/Mahdjouba,"{""ar - Arabic"": ""محاجب"", ""fr - French"": ""Mahdjouba"", ""ig - Igbo"": ""Mahdjouba"", ""it - Italian"": ""Mhadjeb"", ""sw - Swahili"": ""Mhadjeb""}"
2435,Chorba,https://en.wikipedia.org/wiki/Chorba,"{""bg - Bulgarian"": ""Чорба"", ""bn - Bangla"": ""শর্বা"", ""bs - Bosnian"": ""Čorba"", ""ca - Catalan"": ""Shurba"", ""cv - Chuvash"": ""Шӳрпе"", ""de - German"": ""Chorba"", ""en-simple - Simple English"": ""Chorba"", ""es - Spanish"": ""Çorba"", ""fa - Persian"": ""شوربا"", ""fr - French"": ""Chorba"", ""he - Hebrew"": ""צ'ורבה"", ""hu - Hungarian"": ""Csorba"", ""id - Indonesian"": ""Chorba"", ""it - Italian"": ""Chorba"", ""ja - Japanese"": ""チョルバ"", ""jv - Javanese"": ""Chorba"", ""ko - Korean"": ""초르바"", ""mk - Macedonian"": ""Чорба"", ""pnb - Western Punjabi"": ""شوربا"", ""pt - Portuguese"": ""Sorpa"", ""ru - Russian"": ""Шурпа"", ""sq - Albanian"": ""Çorba"", ""sr - Serbian"": ""Чорба"", ""tg - Tajik"": ""Шӯрбо"", ""th - Thai"": ""ชอร์บา"", ""uk - Ukrainian"": ""Шорва"", ""uz - Uzbek"": ""Shoʻrva""}"
2436,Dobara,https://en.wikipedia.org/wiki/Dobara_(Algerian_dish),"{""ar - Arabic"": ""دوبارة"", ""fr - French"": ""Dobara"", ""ig - Igbo"": ""Dobara""}"
2437,Tajine mtewem,https://en.wikipedia.org/wiki/Tajine_mtewem,"{""ar - Arabic"": ""طاجين مثوم"", ""fr - French"": ""Mtewem"", ""ig - Igbo"": ""Tajine Mtewem""}"
2438,Chorba frik,https://en.wikipedia.org/wiki/Chorba_frik,"{""ar - Arabic"": ""شوربة الفريك"", ""fr - French"": ""Chorba frik"", ""uk - Ukrainian"": ""Чорба фрік""}"
2439,Kadaif,https://en.wikipedia.org/wiki/Knafeh#Kadaif,"{""ar - Arabic"": ""كنافة"", ""arz - Egyptian Arabic"": ""كنافه"", ""az - Azerbaijani"": ""Kənafə"", ""bg - Bulgarian"": ""Кюнефе"", ""bn - Bangla"": ""কুনাফা"", ""ca - Catalan"": ""Künefe"", ""cs - Czech"": ""Kanafeh"", ""cy - Welsh"": ""Kanafeh"", ""de - German"": ""Kunafa"", ""el - Greek"": ""Κιουνεφέ"", ""en-simple - Simple English"": ""Kanafeh"", ""es - Spanish"": ""Kanafeh"", ""fa - Persian"": ""کنافه"", ""fr - French"": ""Knafeh"", ""he - Hebrew"": ""כנאפה"", ""hy - Armenian"": ""Քունաֆա"", ""id - Indonesian"": ""Kanafeh"", ""it - Italian"": ""Kanafeh"", ""ja - Japanese"": ""クナーファ"", ""jv - Javanese"": ""Kanafèh"", ""ka - Georgian"": ""ქნაფი"", ""ko - Korean"": ""크나페"", ""ml - Malayalam"": ""കുനാഫ"", ""mr - Marathi"": ""कनाफे"", ""ms - Malay"": ""Kanafeh"", ""nl - Dutch"": ""Künefe"", ""pl - Polish"": ""Kunafa"", ""pt - Portuguese"": ""Knafe"", ""ro - Romanian"": ""Knafeh"", ""ru - Russian"": ""Кнафе"", ""sq - Albanian"": ""Kynefe"", ""sr - Serbian"": ""Knafeh"", ""th - Thai"": ""คานาเฟ"", ""tr - Turkish"": ""Künefe"", ""uk - Ukrainian"": ""Кнафе"", ""ur - Urdu"": ""کنافہ"", ""uz - Uzbek"": ""„Kunafa“ shirinligi"", ""zh - Chinese"": ""庫納法""}"
2440,Akpan,https://en.wikipedia.org/wiki/Akpan_(dessert),"{""fon - Fon"": ""Akpan"", ""fr - French"": ""Akpan"", ""ig - Igbo"": ""Akpan""}"
2441,Puff-puff,https://en.wikipedia.org/wiki/Puff-puff,"{""fr - French"": ""Puff-puff"", ""ig - Igbo"": ""Puff-puff"", ""jv - Javanese"": ""Puff-puff"", ""nl - Dutch"": ""Puff-puff"", ""pt - Portuguese"": ""Micate"", ""tw - Twi"": ""Puff-puff""}"
2442,Omo tuo,https://en.wikipedia.org/wiki/Omo_tuo,"{""dag - Dagbani"": ""Omo tuo"", ""ha - Hausa"": ""Omo tuo"", ""sw - Swahili"": ""Omo tuo"", ""tw - Twi"": ""Ɛmo tuo"", ""uk - Ukrainian"": ""Омо туо""}"
2443,Chikwangue,https://en.wikipedia.org/wiki/Chikwangue,"{""de - German"": ""Maniokbrot"", ""es - Spanish"": ""Chikwangue"", ""fr - French"": ""Chikwangue"", ""kg - Kongo"": ""Kwanga"", ""ko - Korean"": ""쾅가"", ""ln - Lingala"": ""Kwánga""}"
2444,Koose,https://en.wikipedia.org/wiki/Koose,"{""dag - Dagbani"": ""Kooshe"", ""dga - Dagaare"": ""Koose"", ""ig - Igbo"": ""Koose"", ""jv - Javanese"": ""Koose""}"
2445,Plakali,https://en.wikipedia.org/wiki/Plakali,"{""dag - Dagbani"": ""Plakali"", ""fr - French"": ""Placali"", ""ha - Hausa"": ""Plakali"", ""ig - Igbo"": ""Plakali"", ""tw - Twi"": ""Plakali""}"
2446,Mpoto Mpoto,https://en.wikipedia.org/wiki/Mpoto_Mpoto,"{""dag - Dagbani"": ""Mpoto Mpoto"", ""dga - Dagaare"": ""Mpoto Mpoto"", ""ha - Hausa"": ""Mpoto Mpoto"", ""jv - Javanese"": ""Mpoto mpoto"", ""sw - Swahili"": ""Mpoto mpoto"", ""tw - Twi"": ""Mpoto Mpoto""}"
2447,Fritter,https://en.wikipedia.org/wiki/Fritter,"{""ar - Arabic"": ""فرطر"", ""de - German"": ""Fettgebackenes"", ""en-simple - Simple English"": ""Fritter"", ""es - Spanish"": ""Fruta de sartén"", ""he - Hebrew"": ""פריטר"", ""id - Indonesian"": ""Fritter"", ""ja - Japanese"": ""フリッター"", ""jv - Javanese"": ""Gorèngan"", ""ko - Korean"": ""프리터"", ""ms - Malay"": ""Gorengan"", ""ru - Russian"": ""Фриттеры"", ""uk - Ukrainian"": ""Фрітер"", ""uz - Uzbek"": ""Fritterlar""}"
2448,Ice kenkey,https://en.wikipedia.org/wiki/Ice_kenkey,"{""dag - Dagbani"": ""Ice kenkey"", ""ha - Hausa"": ""Ice kenkey"", ""ig - Igbo"": ""Ice kenkey""}"
2449,Ifisashi,https://en.wikipedia.org/wiki/Ifisashi,"{""fr - French"": ""Ifisashi""}"
2450,Chikanda,https://en.wikipedia.org/wiki/Chikanda,{}
2451,Amiwo,https://en.wikipedia.org/wiki/Amiwo,"{""fon - Fon"": ""Amiwɔ̌"", ""fr - French"": ""Amiwô"", ""sw - Swahili"": ""Amiwo""}"
2452,Eish fino,https://en.wikipedia.org/wiki/Eish_fino,"{""ar - Arabic"": ""عيش فينو"", ""arz - Egyptian Arabic"": ""عيش فينو"", ""es - Spanish"": ""Eish fino"", ""hy - Armenian"": ""Էիշ ֆինո""}"
2453,Foie gras,https://en.wikipedia.org/wiki/Foie_gras,"{""ar - Arabic"": ""فوجرة"", ""arz - Egyptian Arabic"": ""فوا جرا"", ""az - Azerbaijani"": ""Fua-qra"", ""bg - Bulgarian"": ""Фоа гра"", ""ca - Catalan"": ""Foie gras"", ""cs - Czech"": ""Foie gras"", ""da - Danish"": ""Foie gras"", ""de - German"": ""Foie gras"", ""el - Greek"": ""Φουά γκρα"", ""en-simple - Simple English"": ""Foie gras"", ""eo - Esperanto"": ""Grashepataĵo"", ""es - Spanish"": ""Foie gras"", ""et - Estonian"": ""Foie gras"", ""eu - Basque"": ""Gibel gizen"", ""fa - Persian"": ""جگر چرب"", ""fi - Finnish"": ""Hanhenmaksa"", ""fr - French"": ""Foie gras"", ""he - Hebrew"": ""כבד אווז"", ""hu - Hungarian"": ""Libamáj"", ""hy - Armenian"": ""Ֆուա-գրա"", ""id - Indonesian"": ""Foie gras"", ""io - Ido"": ""Foie gras"", ""it - Italian"": ""Foie gras"", ""ja - Japanese"": ""フォアグラ"", ""jv - Javanese"": ""Foie gras"", ""ka - Georgian"": ""ფუა-გრა"", ""ko - Korean"": ""푸아그라"", ""lo - Lao"": ""ຟົວກາ"", ""lt - Lithuanian"": ""Žąsų kepenėlių paštetas"", ""ml - Malayalam"": ""കൊഴുപ്പിച്ച കരൾ"", ""ms - Malay"": ""Foie gras"", ""nb - Norwegian Bokmål"": ""Gåselever"", ""nl - Dutch"": ""Foie gras"", ""oc - Occitan"": ""Fetge gras"", ""pl - Polish"": ""Pasztet strasburski"", ""pt - Portuguese"": ""Foie gras"", ""ro - Romanian"": ""Foie gras"", ""ru - Russian"": ""Фуа-гра"", ""sl - Slovenian"": ""Foie gras"", ""sq - Albanian"": ""Foie gras"", ""sv - Swedish"": ""Foie gras"", ""th - Thai"": ""ฟัวกรา"", ""tr - Turkish"": ""Foie gras"", ""uk - Ukrainian"": ""Фуа-гра"", ""vi - Vietnamese"": ""Gan béo"", ""yue - Cantonese"": ""肥肝"", ""zh - Chinese"": ""肥肝""}"
2454,Pâté,https://en.wikipedia.org/wiki/P%C3%A2t%C3%A9,"{""ar - Arabic"": ""باته"", ""arz - Egyptian Arabic"": ""باتيه"", ""az - Azerbaijani"": ""Paştet"", ""be - Belarusian"": ""Паштэт"", ""bg - Bulgarian"": ""Пастет"", ""ca - Catalan"": ""Paté"", ""cs - Czech"": ""Paštika"", ""cy - Welsh"": ""Pate"", ""de - German"": ""Pastete"", ""en-simple - Simple English"": ""Pâté"", ""eo - Esperanto"": ""Pasteĉo"", ""es - Spanish"": ""Paté"", ""et - Estonian"": ""Pasteet"", ""eu - Basque"": ""Pate"", ""fa - Persian"": ""پاته"", ""fi - Finnish"": ""Patee"", ""fr - French"": ""Pâté"", ""gl - Galician"": ""Paté"", ""he - Hebrew"": ""פטה"", ""hr - Croatian"": ""Pašteta"", ""hy - Armenian"": ""Պաշտետ"", ""id - Indonesian"": ""Pâté"", ""is - Icelandic"": ""Kæfa"", ""it - Italian"": ""Pâté"", ""ja - Japanese"": ""パテ"", ""jv - Javanese"": ""Pâté"", ""kk - Kazakh"": ""Паштет"", ""ko - Korean"": ""파테"", ""lv - Latvian"": ""Pastēte"", ""nb - Norwegian Bokmål"": ""Paté"", ""nl - Dutch"": ""Paté"", ""oc - Occitan"": ""Pastís de carn"", ""pcd - Picard"": ""Patè"", ""pl - Polish"": ""Pasztet"", ""pt - Portuguese"": ""Patê"", ""ro - Romanian"": ""Pate"", ""ru - Russian"": ""Паштет"", ""scn - Sicilian"": ""Pastizzu"", ""sl - Slovenian"": ""Pašteta"", ""sr - Serbian"": ""Паштета"", ""sv - Swedish"": ""Paté"", ""th - Thai"": ""ปาเต"", ""tr - Turkish"": ""Pâté"", ""uk - Ukrainian"": ""Паштет"", ""uz - Uzbek"": ""Pashtet"", ""vi - Vietnamese"": ""Pa tê"", ""yue - Cantonese"": ""法式肉醬"", ""zh - Chinese"": ""肉醬""}"
2455,Bataw,https://en.wikipedia.org/wiki/Bataw_(bread),"{""ar - Arabic"": ""بتاو"", ""arz - Egyptian Arabic"": ""بتاو"", ""es - Spanish"": ""Bataw"", ""hy - Armenian"": ""Բտաու""}"
2456,Meze,https://en.wikipedia.org/wiki/Meze,"{""ar - Arabic"": ""مقبلات"", ""arz - Egyptian Arabic"": ""مقبلات"", ""az - Azerbaijani"": ""Məzə"", ""azb - South Azerbaijani"": ""مزه"", ""bg - Bulgarian"": ""Мезе"", ""ca - Catalan"": ""Meze"", ""ce - Chechen"": ""Маза"", ""cs - Czech"": ""Meze"", ""de - German"": ""Mezze"", ""el - Greek"": ""Μεζές"", ""en-simple - Simple English"": ""Meze"", ""eo - Esperanto"": ""Mezeo"", ""es - Spanish"": ""Meze"", ""fa - Persian"": ""مزه"", ""fi - Finnish"": ""Meze"", ""fr - French"": ""Mezzé"", ""gl - Galician"": ""Meze"", ""he - Hebrew"": ""מזה"", ""id - Indonesian"": ""Meze"", ""it - Italian"": ""Meze"", ""ja - Japanese"": ""メゼ"", ""jv - Javanese"": ""Meze"", ""kk - Kazakh"": ""Мезе"", ""ko - Korean"": ""메제"", ""ku - Kurdish"": ""Meze"", ""lt - Lithuanian"": ""Meze"", ""mk - Macedonian"": ""Мезе"", ""nb - Norwegian Bokmål"": ""Meze"", ""nl - Dutch"": ""Mezze"", ""pl - Polish"": ""Meze"", ""pt - Portuguese"": ""Meze"", ""ru - Russian"": ""Мезе"", ""sq - Albanian"": ""Meze"", ""sr - Serbian"": ""Мезе"", ""sv - Swedish"": ""Meze"", ""tr - Turkish"": ""Meze"", ""tt - Tatar"": ""Мезе"", ""uk - Ukrainian"": ""Мезе"", ""ur - Urdu"": ""میزے"", ""vi - Vietnamese"": ""Meze""}"
2457,Torshi,https://en.wikipedia.org/wiki/Torshi,"{""ar - Arabic"": ""مخلل"", ""arz - Egyptian Arabic"": ""تورشى"", ""az - Azerbaijani"": ""Turşu"", ""bg - Bulgarian"": ""Туршия"", ""bs - Bosnian"": ""Turšija"", ""de - German"": ""Torshi"", ""es - Spanish"": ""Tursu"", ""fa - Persian"": ""ترشی"", ""fr - French"": ""Torchi"", ""he - Hebrew"": ""טורשי"", ""hr - Croatian"": ""Turšija"", ""hy - Armenian"": ""Տորշի"", ""id - Indonesian"": ""Tursu"", ""ja - Japanese"": ""トールシ"", ""jv - Javanese"": ""Torshi"", ""ko - Korean"": ""토르시"", ""ku - Kurdish"": ""Tirşîn"", ""mk - Macedonian"": ""Туршија"", ""ro - Romanian"": ""Torshi"", ""ru - Russian"": ""Торши"", ""sr - Serbian"": ""Туршија"", ""sv - Swedish"": ""Torshi"", ""tr - Turkish"": ""Turşu"", ""uk - Ukrainian"": ""Торші"", ""uz - Uzbek"": ""Torshi""}"
2458,Fatteh,https://en.wikipedia.org/wiki/Fatteh,"{""ar - Arabic"": ""فتة"", ""arz - Egyptian Arabic"": ""فته"", ""de - German"": ""Fatteh"", ""el - Greek"": ""Φαττέ"", ""es - Spanish"": ""Fatteh"", ""eu - Basque"": ""Fatteh"", ""id - Indonesian"": ""Fatta"", ""jv - Javanese"": ""Fattéh"", ""ko - Korean"": ""팟테"", ""sv - Swedish"": ""Fattah""}"
2459,Feteer meshaltet,https://en.wikipedia.org/wiki/Feteer_meshaltet,"{""ar - Arabic"": ""فطير مشلتت"", ""arz - Egyptian Arabic"": ""فطير مشلتت"", ""es - Spanish"": ""Feteer meshaltet"", ""he - Hebrew"": ""פטיר משלתת"", ""jv - Javanese"": ""Feteer meshaltet""}"
2460,Kashk,https://en.wikipedia.org/wiki/Kashk,"{""ar - Arabic"": ""كشك"", ""arz - Egyptian Arabic"": ""كشك"", ""az - Azerbaijani"": ""Qurut"", ""azb - South Azerbaijani"": ""قوروت"", ""ba - Bashkir"": ""Ҡорот"", ""ckb - Central Kurdish"": ""کەشک"", ""de - German"": ""Kaschk"", ""es - Spanish"": ""Kashk"", ""fa - Persian"": ""کشک"", ""fr - French"": ""Kashk"", ""he - Hebrew"": ""קאשק"", ""hu - Hungarian"": ""Kask"", ""hy - Armenian"": ""Չորթան"", ""it - Italian"": ""Kishk"", ""ja - Japanese"": ""クルト"", ""jv - Javanese"": ""Kashk"", ""kk - Kazakh"": ""Құрт"", ""ko - Korean"": ""쿠루트"", ""ku - Kurdish"": ""Keşk"", ""ky - Kyrgyz"": ""Курут"", ""nb - Norwegian Bokmål"": ""Kasjk"", ""pt - Portuguese"": ""Kurut"", ""ru - Russian"": ""Курут"", ""sd - Sindhi"": ""چڪو ڏڌ"", ""tr - Turkish"": ""Keş"", ""tt - Tatar"": ""Корт"", ""tyv - Tuvinian"": ""Курут"", ""uk - Ukrainian"": ""Курт"", ""uz - Uzbek"": ""Qurut""}"
2461,Pastitsio,https://en.wikipedia.org/wiki/Pastitsio,"{""ar - Arabic"": ""مكرونة بشاميل"", ""arz - Egyptian Arabic"": ""مكرونه باشميل"", ""ca - Catalan"": ""Pastítsio"", ""cy - Welsh"": ""Pastitsio"", ""de - German"": ""Pastitsio"", ""el - Greek"": ""Παστίτσιο"", ""es - Spanish"": ""Pastitsio"", ""fa - Persian"": ""پاستیتسیو"", ""fi - Finnish"": ""Pastitsio"", ""fr - French"": ""Pastítsio"", ""hy - Armenian"": ""Պաստիտսիո"", ""it - Italian"": ""Pastizio"", ""jv - Javanese"": ""Pastitsio"", ""nl - Dutch"": ""Pastitsio"", ""ru - Russian"": ""Паститсио"", ""sv - Swedish"": ""Pastitsio"", ""tr - Turkish"": ""Fırında makarna"", ""uk - Ukrainian"": ""Пастітсіо"", ""vi - Vietnamese"": ""Pastitsio""}"
