Name,Alias,Coarse-grained categories,Fine-grained categories,Cuisines,Associated Cuisines,Area,Countries,Region1,Region2,Region3,Region4,Region5,Text Description,Image1 License,Image1 name / URL,Image2 License,Image2 name / URL,Image3 License,Image3 name / URL,Image4 License,Image4 name / URL,Image5 License,Image5 name / URL,Image6 License,Image6 name / URL,Image7 License,Image7 name / URL,Image8 License,Image8 name / URL
Dal Makhani,"[{""no_alias"": true}]","[""stew""]","[""curry""]","[""Indian""]","[""Indian""]","[""Delhi""]","[""India""]",Southern Asia,,,,,"The stew is a modern variation of traditional lentil dishes, it is made with black lentils and other pulses, and includes butter and cream.",CC-BY-SA 4.0,https://upload.wikimedia.org/wikipedia/commons/thumb/7/79/Dal_makhani.JPG/682px-Dal_makhani.JPG?download,CC-BY-SA 2.0,https://upload.wikimedia.org/wikipedia/commons/f/f8/Dal_Makhani.jpg?20090311150710?download,CC0,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/Dal_Makhani..JPG/1024px-Dal_Makhani..JPG?download,CC-BY-SA 4.0,https://upload.wikimedia.org/wikipedia/commons/thumb/3/35/Dal_Makhani_01.jpg/1024px-Dal_Makhani_01.jpg?download,CC-BY 2.0,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4d/Creamy_Lentils_%28Dal_Makhani%29_%282239000538%29.jpg/1094px-Creamy_Lentils_%28Dal_Makhani%29_%282239000538%29.jpg?download,CC-BY-SA 4.0,https://upload.wikimedia.org/wikipedia/commons/b/be/Punjabi_Dal_Makhani.JPG?20150615174602?download,CC-BY-SA 4.0,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c0/Dal-makhani.jpg/1024px-Dal-makhani.jpg?download,,
Nasi Uduk,[{'Indonesian': 'nasi uduk'}],"[""rice""]","[""coconut rice"", ""mixed rice""]","[""Indonesian""]","[""Indonesian""]","[""Jakarta""]","[""Indonesia""]",South Eastern Asia,,,,,Steamed rice cooked in coconut milk dish,CC-BY-SA 3.0,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/Nasi_uduk_netherlands.jpg/1024px-Nasi_uduk_netherlands.jpg?download,CC-BY-SA 3.0,https://upload.wikimedia.org/wikipedia/commons/thumb/9/98/Nasi_Uduk_Box.jpg/1024px-Nasi_Uduk_Box.jpg?download,CC-BY-SA 3.0,https://upload.wikimedia.org/wikipedia/commons/thumb/9/95/Nasi_Uduk_Betawi.jpg/1188px-Nasi_Uduk_Betawi.jpg?download,CC-BY-SA 3.0,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b8/Nasi_uduk.jpg/1024px-Nasi_uduk.jpg?download,CC-BY-SA 3.0,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/Nasi_Uduk_Jengkol_Daging_Krecek.JPG/1024px-Nasi_Uduk_Jengkol_Daging_Krecek.JPG?download,,,,,,
Nasi Lemak,"[{'ناسي لمق‎': 'Jawi'}, {'nasi lemak': 'Malay'}]","[""rice""]","[""coconut rice"", ""mixed rice""]","[""Malaysian""]","[""Malaysian""]","[""Peninsular Malaysia"", ""Sumatra"", ""Medan"", ""Riau"", ""Riau Islands"", ""Palembang"", ""Indonesia"", ""Singapore"", ""Brunei"", ""Southern Philippines"", ""Southern Thailand"", ""Cocos (Keeling) Islands"", ""Christmas Island"", ""Australia""]","[""Malaysia""]",South Eastern Asia,,,,,The dish consists of fragrant rice cooked in coconut milk and pandan leaf,CC-BY-SA 4.0,https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/Nasi_Lemak_dengan_Chili_Nasi_Lemak_dan_Sotong_Pedas%2C_di_Penang_Summer_Restaurant.jpg/806px-Nasi_Lemak_dengan_Chili_Nasi_Lemak_dan_Sotong_Pedas%2C_di_Penang_Summer_Restaurant.jpg?download,CC-BY-SA 3.0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/62/Nasi_Lemak%2C_Mamak%2C_Sydney.jpg/1024px-Nasi_Lemak%2C_Mamak%2C_Sydney.jpg?download,CC-BY-SA 4.0,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d0/Nasi_lemak_on_banana_leaf.jpg/1024px-Nasi_lemak_on_banana_leaf.jpg?download,CC-BY-SA 4.0,https://upload.wikimedia.org/wikipedia/commons/f/f5/Nasi_Lemak_di_medan_selera.jpg?download,CC-BY-SA 4.0,https://upload.wikimedia.org/wikipedia/commons/8/84/Nasi_Lemak_dengan_Ayam_Rendang_dengan_Sos_chili.jpg?download,CC-BY-SA 4.0,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Menu_Makan_%2C_Nasi_Lemak_Pak_Nasser_%28Isinya%29.jpg/768px-Menu_Makan_%2C_Nasi_Lemak_Pak_Nasser_%28Isinya%29.jpg?download,CC-BY-SA 4.0,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c4/Nasi_Lemak_Sambal_Cumi_in_Indonesia_2.jpg/1280px-Nasi_Lemak_Sambal_Cumi_in_Indonesia_2.jpg?download,,
Nasi Campur,"[{'nasi rames': 'Javanese'}, {'ꦤꦱꦶꦫꦩꦼꦱ꧀': 'Javanese'}, {'sego campur': 'Javanese'}, {'ꦱꦼꦒ\u200bꦕꦩ꧀ꦥꦸꦂ': 'Javanese'}]","[""rice""]","[""mixed rice""]","[""Indonesian""]","[""Indonesian""]","[""Indonesia""]","[""Indonesia""]",South Eastern Asia,,,,,"The dish of a scoop of white rice accompanied by small portions of several other dishes, which includes meats, Vegetable, peanuts, eggs, and fried-shrimp krupuk.",Public Domain,https://upload.wikimedia.org/wikipedia/commons/2/25/Plate_of_nasi_campur_%28Mandarin_Oriental_Hotel_Mahapahit%2C_Surabaya%2C_Indonesia%29.png?20070205023340?download,CC-BY 2.0,https://upload.wikimedia.org/wikipedia/commons/2/20/Nasi_Campur.jpg?download,CC-BY-SA 4.0,https://upload.wikimedia.org/wikipedia/commons/6/61/Nasi_campur_gorontalo.png?download,CC-BY 2.0,https://upload.wikimedia.org/wikipedia/commons/thumb/5/52/Nasi_campur_mie_goreng_ayam_goreng.jpg/1024px-Nasi_campur_mie_goreng_ayam_goreng.jpg?download,CC-BY-SA 2.0,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2c/Made%27s_Warung_Nasi_Campur.jpg/1024px-Made%27s_Warung_Nasi_Campur.jpg?download,CC-BY 3.0,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d0/Nasi_campur_sambal_goreng_ubi_jalar.JPG/1024px-Nasi_campur_sambal_goreng_ubi_jalar.JPG?download,CC-BY 3.0,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/Nasi_campur_sop_saudara_warung_Pangkep.JPG/1024px-Nasi_campur_sop_saudara_warung_Pangkep.JPG?download,CC-BY-SA 3.0,https://upload.wikimedia.org/wikipedia/commons/0/06/Nasi_campur_200507-1.jpg?20050803144847?download
Nasi Goreng,[{'name': 'no_alias'}],"[""rice""]","[""fried rice""]","[""Indonesian""]","[""Indonesian"",""Malaysian"",""Bruneian"",""Singaporean""]","[""Indonesia"", ""Malaysia"", ""Singapore"", ""Brunei"", ""Southern Thailand"", ""Sri Lanka"", ""Suriname"", ""Netherlands""]","[""Indonesia""]",South Eastern Asia,,,,,"The rice dish with pieces of meat and Vegetable added and it can refer simply to fried pre-cooked rice, a meal including stir fried rice in a small amount of cooking oil or margarine, typically spiced with sweet soy sauce, shallot, garlic, ground shrimp paste, tamarind and chilli and accompanied by other ingredients, particularly egg, chicken and prawns.",CC-BY-SA 4.0,https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/Nasi_Goreng_Kampung.jpg/1024px-Nasi_Goreng_Kampung.jpg?download,CC-BY 4.0,https://upload.wikimedia.org/wikipedia/commons/thumb/9/98/Nasi_Goreng_Tongkol_Balado.jpg/1024px-Nasi_Goreng_Tongkol_Balado.jpg?download,CC-BY-SA 3.0,https://upload.wikimedia.org/wikipedia/commons/thumb/4/49/Nasi_Goreng_Pete_Kambing.JPG/1024px-Nasi_Goreng_Pete_Kambing.JPG?download,CC-BY 4.0,https://upload.wikimedia.org/wikipedia/commons/thumb/5/56/Nasi_Goreng_Telur_Balado.jpg/1024px-Nasi_Goreng_Telur_Balado.jpg?download,CC-BY 4.0,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ad/Nasi_Goreng_Jamur_Kuping.jpg/1024px-Nasi_Goreng_Jamur_Kuping.jpg?download,CC-BY-SA 4.0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e0/Nasi_Goreng_%28Indonesian_Fried_Rice%29_at_Bungalow_Bar_%26_Kitchen%2C_Dehradun.jpg/1024px-Nasi_Goreng_%28Indonesian_Fried_Rice%29_at_Bungalow_Bar_%26_Kitchen%2C_Dehradun.jpg?download,CC-BY-SA 4.0,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7b/Nasi_goreng_selimut.jpg/1024px-Nasi_goreng_selimut.jpg?download,,
Paella,"[{'paɪˈɛlə': 'English'}, {'paˈeɪjə': 'English'}, {'py-EL-ə': 'English'}, {'pah-AY-yə': 'English'}, {'paˈeʎa': 'Valencian'}, {'paˈeʝa': 'Spanish'}]","[""rice""]","[""mixed rice""]","[""Spanish""]","[""Valencian"",""Spanish""]","[""Valencia""]","[""Spain""]",Southern Europe,,,,,"The dish is traditionally cooked over an open fire with orange tree and pine branches, which add a distinctive smoky flavor. It usually eaten directly from the pan. A cherished layer of scorched rice, called socarrat, forms at the bottom and is enjoyed if not burnt.",CC0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/Paella_de_fruit_de_mer.jpg/1024px-Paella_de_fruit_de_mer.jpg?download,CC0,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a2/Paella_valenciana%2C_Mazatl%C3%A1n%2C_25_de_abril_de_2023.jpg/1191px-Paella_valenciana%2C_Mazatl%C3%A1n%2C_25_de_abril_de_2023.jpg?download,CC-BY-SA 4.0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ed/01_Paella_Valenciana_original.jpg/1024px-01_Paella_Valenciana_original.jpg?download,CC-BY-SA 4.0,https://upload.wikimedia.org/wikipedia/commons/thumb/4/45/Paella%2C_plato_popular_para_comer_los_domingos_en_familia.jpg/1024px-Paella%2C_plato_popular_para_comer_los_domingos_en_familia.jpg?download,CC-BY-SA 4.0,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7d/Paella_-_Onlyyou.jpg/1023px-Paella_-_Onlyyou.jpg?download,CC-BY-SA 4.0,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c0/Paella_mixta_con_tirabeques.jpg/1024px-Paella_mixta_con_tirabeques.jpg?download,CC-BY-SA 4.0,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/Paella_Mixta_at_Celler_sa_Premsa.jpg/1024px-Paella_Mixta_at_Celler_sa_Premsa.jpg?download,CC-BY-SA 4.0,https://upload.wikimedia.org/wikipedia/commons/thumb/1/16/Paella_en_Burgos.jpg/1023px-Paella_en_Burgos.jpg?download
Arròs negre,"[{'Arrós negre': 'Valencian'}, {'arroz negro': 'Spanish'}, {'paella negra': 'not_stated'}]","[""rice""]","[""mixed rice""]","[""Spanish""]","[""Valencian"",""Catalan""]","[""Valencia"", ""Catalonia""]","[""Spain""]",Southern Europe,,,,,"The dish features white rice cooked with squid ink, giving it a dark color and enhancing its seafood flavor. It includes ingredients like squid or cuttlefish, garlic, green cubanelle peppers, sweet paprika, olive oil, and seafood broth. Some variations also include crab and shrimp.",CC-BY-SA 2.0,https://upload.wikimedia.org/wikipedia/commons/thumb/1/13/Camino%2C_Canary_Wharf%2C_London_%287794528594%29.jpg/1024px-Camino%2C_Canary_Wharf%2C_London_%287794528594%29.jpg?download,CC-BY-SA 2.0,https://upload.wikimedia.org/wikipedia/commons/thumb/8/89/Restaurante_Gabana_%2849415814171%29.jpg/1024px-Restaurante_Gabana_%2849415814171%29.jpg?download,CC-BY-SA 2.0,https://upload.wikimedia.org/wikipedia/commons/thumb/9/99/Arr%C3%B2s_negre_amb_calamars_i_gambes.jpg/1024px-Arr%C3%B2s_negre_amb_calamars_i_gambes.jpg?download,Public Domain,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Arroz_negro_02.JPG/1024px-Arroz_negro_02.JPG?download,CC-BY-SA 2.0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/Arr%C3%B2s_negre_en_el_Restaurante_El_Bobo.jpg/1024px-Arr%C3%B2s_negre_en_el_Restaurante_El_Bobo.jpg?download,Public Domain,https://upload.wikimedia.org/wikipedia/commons/8/89/Arrosnegre.png?20070311164359?download,GFDL,https://upload.wikimedia.org/wikipedia/commons/2/24/Arroz-negro.png?download,,
Jollof Rice,"[{'ceebu jën': 'Wolof'}, {'benachin': 'Wolof'}, {'zaamè': 'Bamanankan'}, {'riz au gras': 'French'}]","[""rice""]","[""fried rice""]","[""Senegalese""]","[""Nigerian"",""Ghanaian""]","[""Nigeria"",""Ghana""]","[""Nigeria"",""Ghana""]",Western Africa,,,,,"The dish is made with long-grain rice, tomatoes, chilies, onions, spices, and sometimes Vegetable or meat, all cooked in a single pot.",CC-BY-SA 4.0,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4c/Jollof_rice_with_vegetable.jpg/1024px-Jollof_rice_with_vegetable.jpg?download,CC-BY-SA 4.0,https://upload.wikimedia.org/wikipedia/commons/e/ec/Jollof_rice_with_boiled_egg_and_fried_chicken.jpg?download,CC-BY-SA 4.0,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f4/A_plate_of_jollof_rice_and_chicken.jpg/768px-A_plate_of_jollof_rice_and_chicken.jpg?download,CC-BY-SA 4.0,https://upload.wikimedia.org/wikipedia/commons/5/5b/Jollof_rice_with_vegetable_salad.jpg?download,CC-BY-SA 4.0,https://upload.wikimedia.org/wikipedia/commons/0/05/Jollof_rice_with_fried_fish_and_plantains_garnished_with_cucumber_and_tomatoes.jpg?download,CC-BY-SA 4.0,https://upload.wikimedia.org/wikipedia/commons/thumb/2/29/Home_made_jollof_rice.jpg/768px-Home_made_jollof_rice.jpg?download,,,,
Biryani,[{'no_alias': 'not_stated'}],"[""rice""]","[""mixed rice""]","[""South Asian""]","[""Iranian"",""Iraqi"",""Burmese"",""Thai"",""Malaysian"",""Indian"",""Pakistani"",""Bangladeshi""]","[""Iran"",""Iraq"",""Myanmar"",""Thailand"",""Malaysia"",""India"",""Pakistan"",""Bangladesh""]","[""Iran"",""Iraq"",""Myanmar"",""Thailand"",""Malaysia"",""India"",""Pakistan"",""Bangladesh""]",Southern Asia,Western Asia,South Eastern Asia,,,"The dish is a popular South Asian mixed rice dish made with rice, meat (such as chicken, goat, lamb, beef, prawn, or fish), and spices. Vegetarian versions use Vegetable or paneer, and sometimes eggs and potatoes are added.",CC-BY-SA 4.0,https://upload.wikimedia.org/wikipedia/commons/thumb/2/23/A_home_made_plate_of_mutton_biryani_served_with_chicken_kassa_cooked_in_the_bengali_style.jpg/1024px-A_home_made_plate_of_mutton_biryani_served_with_chicken_kassa_cooked_in_the_bengali_style.jpg?download,CC-BY-SA 4.0,https://upload.wikimedia.org/wikipedia/commons/3/34/Plate_of_Biryani_Rice.jpg?20210217205339?download,CC-BY-SA 4.0,https://upload.wikimedia.org/wikipedia/commons/thumb/3/35/Biryani_Home.jpg/1024px-Biryani_Home.jpg?download,CC-BY-SA 4.0,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5a/%22Hyderabadi_Dum_Biryani%22.jpg/1024px-%22Hyderabadi_Dum_Biryani%22.jpg?download,CC-BY-SA 4.0,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/Biryani_5.jpg/768px-Biryani_5.jpg?download,CC-BY-SA 4.0,https://upload.wikimedia.org/wikipedia/commons/8/89/Biryani---story_647_032917094114.jpg?20200217140342?download,CC-BY-SA 4.0,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cf/Biryani_of_Lahore.jpg/1274px-Biryani_of_Lahore.jpg?download,,
Khao Phat,"[{'ข้าวผัด': 'Thai'}, {'khao phat': 'RTGS'}]","[""rice""]","[""fried rice""]","[""Thai""]","[""Thai""]","[""Central Thailand""]","[""Thailand""]",South Eastern Asia,,,,,"The dish normally contains meat (chicken, shrimp, and crab are all common), egg, onions, garlic and sometimes tomatoes. The seasonings, which may include soy sauce, sugar, salt, possibly some chili sauce, and the ubiquitous nampla (fish sauce), are stir-fried together with the other ingredients. The dish is then plated and served with accompaniments like cucumber slices, tomato slices, lime and sprigs of green onion and coriander, and phrik nampla, a spicy sauce made of sliced chilies, chopped garlic cloves, fish sauce, lime juice and sugar. ",CC-BY 2.0,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Khao_phat_naem.jpg/1024px-Khao_phat_naem.jpg?download,CC-BY-SA 3.0,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f5/Khao_phat_kaeng_khiao_wan.jpg/1024px-Khao_phat_kaeng_khiao_wan.jpg?download,CC-BY-SA 3.0,https://upload.wikimedia.org/wikipedia/commons/thumb/d/da/Khao_phat_nam_phrik_narok.jpg/1022px-Khao_phat_nam_phrik_narok.jpg?download,CC-BY-SA 3.0,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/Khao_phat_nam_phrik_long_ruea.jpg/1024px-Khao_phat_nam_phrik_long_ruea.jpg?download,CC0,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5a/Khao_phat_thale_%28rice_fried_with_seafood%29%2C_2018-05-20.jpg/1024px-Khao_phat_thale_%28rice_fried_with_seafood%29%2C_2018-05-20.jpg?download,Public Domain,https://upload.wikimedia.org/wikipedia/commons/thumb/0/04/Khao_Phat_Mu.jpg/1024px-Khao_Phat_Mu.jpg?download,CC-BY-SA 3.0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6f/Khao_phat_mu.jpg/1024px-Khao_phat_mu.jpg?download,,
Hokkien fried rice,"[{'Jyutping': 'Cantonese'}, {'translation': 'not_stated', 'Fujian fried rice': 'not_stated'}]","[""rice""]","[""fried rice""]","[""Taiwanese""]","[""Chinese"",""Taiwanese""]","[""China"",""Taiwan""]","[""China"",""Taiwan""]",Eastern Asia,,,,,"The dish is a fried rice featuring a saucy stir-fried topping on egg fried rice. The topping may include mushrooms, meat, Vegetable, and other ingredients, cooked with water, starch, broth, soy sauce, and oyster sauce.",CC-BY-SA 4.0,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b3/Fuk_Ken_Fried_Rice_from_Wedding_Banquet_Specialist_Tuen_Mun.jpg/1024px-Fuk_Ken_Fried_Rice_from_Wedding_Banquet_Specialist_Tuen_Mun.jpg?download,CC-BY-SA 4.0,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/Fujian_Seafood_Fried_rice_on_the_chinese_restaurant.jpg/1024px-Fujian_Seafood_Fried_rice_on_the_chinese_restaurant.jpg?download,CC-BY-SA 4.0,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Hokkien_fried_rice_in_hk.jpg/1024px-Hokkien_fried_rice_in_hk.jpg?download,CC-BY-SA 4.0,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8b/A_Hokkien_Fried_Rice_from_Star_Seafood_Restuartrant.jpg/1024px-A_Hokkien_Fried_Rice_from_Star_Seafood_Restuartrant.jpg?download,,,,,,,,
Yin yang fried rice,"[{'鴛鴦炒飯': 'Chinese'}, {'yuānyāng chǎofàn': 'not_stated'}, {'jyun1 joeng1 caau2 faan6': 'not_stated'}, {'yuenyeung fried rice': 'English'}, {'yuanyang fried rice': 'English'}]","[""rice""]","[""fried rice""]","[""Chinese"", ""Cantonese""]","[""Chinese"", ""Cantonese""]","[""Hong Kong""]","[""China""]",Eastern Asia,,,,,This dish is a fried rice featuring bechamel sauce and tomato sauce.,CC-BY 2.0,https://upload.wikimedia.org/wikipedia/commons/5/56/SplitcomboYinYoengCantonesecuisine.jpg?20070913061215?download,CC-BY 2.0,https://upload.wikimedia.org/wikipedia/commons/4/47/Yuanyangchaofan.jpg?download,CC-BY 2.0,https://upload.wikimedia.org/wikipedia/commons/thumb/1/12/Honey_Moon_Fried_Rice_%285000778957%29.jpg/1024px-Honey_Moon_Fried_Rice_%285000778957%29.jpg?download,,,,,,,,,,
Chahan,"[{'チャーハン': 'Japanese'}, {'炒飯': 'Japanese'}, {'焼飯': 'Japanese'}, {'焼き飯': 'Japanese'}, {'Yakimeshi': 'Japanese'}, {'chǎofàn': 'Chinese'}]","[""rice""]","[""fried rice""]","[""Japanese""]","[""Japanese""]","[""Kobe""]","[""Japan""]",Eastern Asia,,,,,"The dish is a Japanese fried rice made in a wok with rice and a variety of ingredients, such as scrambled egg, Vegetable, onion, garlic, mushrooms, tofu, pork, and seafood like crab, roe, and shrimp. It's fried using oils like canola, sesame, or sunflower, and seasoned with soy sauce, oyster sauce, sesame oil, salt, and pepper.",CC0,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3f/Ramen_and_Chahan_002.jpg/1024px-Ramen_and_Chahan_002.jpg?download,CC-BY-SA 2.0,https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/Chahan_bowl.jpg/1024px-Chahan_bowl.jpg?download,CC-BY 2.0,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ce/Chahan%2C_Yoyo_Ramen%2C_Paris_2_September_2016.jpg/1024px-Chahan%2C_Yoyo_Ramen%2C_Paris_2_September_2016.jpg?download,CC-BY-SA 4.0,https://upload.wikimedia.org/wikipedia/commons/thumb/4/49/Tekonezushi_Chahan.jpg/1024px-Tekonezushi_Chahan.jpg?download,CC-BY-SA 4.0,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5a/Han-Chahan_at_Gifu_Tanmen.jpg/1024px-Han-Chahan_at_Gifu_Tanmen.jpg?download,CC-BY-SA 2.0,https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/Umakara_chahan.jpg/1024px-Umakara_chahan.jpg?download,CC-BY-SA 2.0,https://upload.wikimedia.org/wikipedia/commons/d/d0/A_mound_of_chahan.jpg?20160425043918?download,,
Omurice,"[{'Omu-raisu': 'Japanese'}, {'オムライス': 'Japanese'}]","[""rice""]","[""fried rice""]","[""Japanese""]","[""Japanese""]","[""Ginza"", ""Osaka""]","[""Japan""]",Eastern Asia,,,,,"The dish consists of an omelette made with fried rice and thin, scrambled eggs, usually topped with ketchup.",CC-BY 2.0,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0d/Omurice_by_Taimeiken.jpg/1024px-Omurice_by_Taimeiken.jpg?download,CC0,https://upload.wikimedia.org/wikipedia/commons/7/70/Omurice_with_Demi-glace_Sause_in_Osaka%2C_Japan.jpg?download,CC-BY 2.0,https://upload.wikimedia.org/wikipedia/commons/e/e9/Omurice_by_kina3.jpg?20070320113507?download,CC-BY 2.0,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Omurice_by_alainkun_in_Tokyo.jpg/1024px-Omurice_by_alainkun_in_Tokyo.jpg?download,CC-BY 2.0,https://upload.wikimedia.org/wikipedia/commons/thumb/d/db/Omurice_%2851878073678%29.jpg/1024px-Omurice_%2851878073678%29.jpg?download,CC-BY-SA 2.0,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c1/Omurice_with_cheese_at_Denny%27s_by_hirotomo.jpg/1024px-Omurice_with_cheese_at_Denny%27s_by_hirotomo.jpg?download,,,,
Aligue fried rice,"[{'aligue rice': 'not_stated'}, {'taba ng talangka': 'not_stated'}]","[""rice""]","[""fried rice""]","[""Filipino""]","[""Filipino""]","[""Philippines""]","[""Philippines""]",South Eastern Asia,,,,,"The dish is made by stir-frying pre-cooked rice with crab fat, toasted garlic, spring onions, black pepper, rock salt, and optionally butter. It has a bright orange-yellow color from the crab fat. It can be mixed with seafood like shrimp and squid or served alongside meat dishes.",CC-BY 2.0,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/Aligue_Rice_%283027103485%29.jpg/1024px-Aligue_Rice_%283027103485%29.jpg?download,,,,,,,,,,,,,,
Java rice,[{'yellow fried rice': 'English'}],"[""rice""]","[""fried rice""]","[""Filipino""]","[""Filipino""]","[""Manila""]","[""Philippines""]",South Eastern Asia,,,,,"The dish is a scoop of white rice served with small portions of various dishes, including meats, Vegetable, peanuts, eggs, and fried shrimp crackers.",CC-BY-SA 3.0,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0d/Chickenbarbecuejf1585.JPG/1024px-Chickenbarbecuejf1585.JPG?download,,,,,,,,,,,,,,
Sinangag,"[{'garlic fried rice': 'English'}, {'garlic rice': 'English'}]","[""rice""]","[""fried rice""]","[""Filipino""]","[""Filipino""]","[""Philippines"",""Indonesia"",""Malaysia"",""Singapore""]","[""Philippines"",""Indonesia"",""Malaysia"",""Singapore""]",South Eastern Asia,,,,,"The dish is fried rice stir-fried with garlic, using preferably stale rice for a firmer texture. It is garnished with toasted garlic, rock salt, black pepper, and sometimes chopped scallions. The rice grains are ideally loose and not stuck together.",CC0,https://upload.wikimedia.org/wikipedia/commons/thumb/5/51/Sinangag_%28garlic_rice%29_from_the_Philippines%2C_with_egg_02.jpg/1024px-Sinangag_%28garlic_rice%29_from_the_Philippines%2C_with_egg_02.jpg?download,CC-BY 2.0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/62/Garlic_Fried_Rice_%284552331796%29.jpg/1024px-Garlic_Fried_Rice_%284552331796%29.jpg?download,CC-BY-SA 4.0,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b2/Sinangag_%28Fried_Rice%29.jpg/1024px-Sinangag_%28Fried_Rice%29.jpg?download,,,,,,,,,,
Yangzhou Fried Rice,"[{'揚州炒飯': 'traditional Chinese'}, {'扬州炒饭': 'simplified Chinese'}, {'Yangzhou fried rice': 'English'}, {'Yangchow fried rice': 'English'}, {'Yeung Chow fried rice': 'English'}, {'Yángzhōu chǎofàn': 'Mandarin'}, {'joeng4 zau1 caau2 faan6': 'Cantonese'}]","[""rice""]","[""fried rice""]","[""Chinese""]","[""Chinese""]","[""Yangzhou"", ""China""]","[""China""]",Eastern Asia,,,,,"The egg fried rice with mixed Vegetable and two forms of protein, typically pork and shrimp with scallions. ",CC-BY-SA 4.0,https://upload.wikimedia.org/wikipedia/commons/thumb/2/29/Yeung_Chow_Fried_Rice_in_Hong_Kong_Fast_Food_Shop.JPG/1024px-Yeung_Chow_Fried_Rice_in_Hong_Kong_Fast_Food_Shop.JPG?download,CC-BY-SA 2.0,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/Chinese_fried_rice_by_stu_spivack_in_Cleveland%2C_OH.jpg/1024px-Chinese_fried_rice_by_stu_spivack_in_Cleveland%2C_OH.jpg?download,CC-BY-SA 4.0,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c8/Hung_Hom_Station_Maxim%27s_MX_Yangzhou_fried_rice_11-01-2023.jpg/1024px-Hung_Hom_Station_Maxim%27s_MX_Yangzhou_fried_rice_11-01-2023.jpg?download,,,,,,,,,,
